Group	Sub-group	Name	Sex	Cell type	Tissue	Cell line	Disease	Donor	Experiment	File type	Format	Analyis production	Size	MD5	URL
Venous blood	alternatively activated macrophage	S00622	Male	alternatively activated macrophage	Venous blood		None	S00622	RNA-Seq	Transcription quantification (Genes)	GFF	CRG	9.4M	e2e27e67db161f2bb71b5c4d5b5e3a47	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S00622/alternatively_activated_macrophage/RNA-Seq/MPIMG/S0062212.gene_quantification.gem_grape_crg.20140106.gff
Venous blood	alternatively activated macrophage	S00622	Male	alternatively activated macrophage	Venous blood		None	S00622	RNA-Seq	Transcription quantification (Genes)/Reactome filtered	Text	CRG/EMBL-EBI	139K	e16648c311858907f35bfb9b9a044907	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S00622/alternatively_activated_macrophage/RNA-Seq/MPIMG/S0062212.gene_quantification.gem_grape_crg.20140106.reactome.txt
Venous blood	alternatively activated macrophage	S00622	Male	alternatively activated macrophage	Venous blood		None	S00622	RNA-Seq	Transcription signal	bigWig	CRG	171M	f4e741eff4d2c873d7011c522c12b8f0	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S00622/alternatively_activated_macrophage/RNA-Seq/MPIMG/S0062212.minusStrand.gem_grape_crg.20140106.bw
Venous blood	alternatively activated macrophage	S00622	Male	alternatively activated macrophage	Venous blood		None	S00622	RNA-Seq	Transcription signal	bigWig	CRG	183M	3aec3808e01a196607d777ff8cc797a4	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S00622/alternatively_activated_macrophage/RNA-Seq/MPIMG/S0062212.plusStrand.gem_grape_crg.20140106.bw
Venous blood	alternatively activated macrophage	S00622	Male	alternatively activated macrophage	Venous blood		None	S00622	RNA-Seq	Transcription quantification (Transcripts)	GFF	CRG	36M	e773c51d19b06e9c06036bdd923e490e	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S00622/alternatively_activated_macrophage/RNA-Seq/MPIMG/S0062212.transcript_quantification.gem_grape_crg.20140106.gtf
Venous blood	alternatively activated macrophage	S006VI	Male	alternatively activated macrophage	Venous blood		None	S006VI	Bisulfite-Seq	Methylation signal	bigWig	CNAG	61M	25b5ef7117eedcd10a9a8e391308a6fa	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S006VI/alternatively_activated_macrophage/Bisulfite-Seq/CNAG/S006VI53.CPG_methylation_calls.bs_call.20141014.bw
Venous blood	alternatively activated macrophage	S006VI	Male	alternatively activated macrophage	Venous blood		None	S006VI	Bisulfite-Seq	Std. Dev of methylation signal	bigWig	CNAG	70M	7362ec33ed55798beb2a9eb2a21f136d	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S006VI/alternatively_activated_macrophage/Bisulfite-Seq/CNAG/S006VI53.CPG_methylation_sd.bs_call.20141014.bw
Venous blood	alternatively activated macrophage	S006VI	Male	alternatively activated macrophage	Venous blood		None	S006VI	Bisulfite-Seq	Hyper-methylated regions	bigBed	CNAG	8.6M	4568ffe9914afd3179b0e0a3287713c6	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S006VI/alternatively_activated_macrophage/Bisulfite-Seq/CNAG/S006VI53.hyper_meth.bs_call.20141014.bb
Venous blood	alternatively activated macrophage	S006VI	Male	alternatively activated macrophage	Venous blood		None	S006VI	Bisulfite-Seq	Hyper-methylated regions	BED	CNAG	24M	d6456100cee1be1510c2380d097dea7c	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S006VI/alternatively_activated_macrophage/Bisulfite-Seq/CNAG/S006VI53.hyper_meth.bs_call.20141014.bed.gz
Venous blood	alternatively activated macrophage	S006VI	Male	alternatively activated macrophage	Venous blood		None	S006VI	Bisulfite-Seq	Hypo-methylated regions	bigBed	CNAG	369K	0aa3e74c7389f65bd07b6e3db9e0a1e3	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S006VI/alternatively_activated_macrophage/Bisulfite-Seq/CNAG/S006VI53.hypo_meth.bs_call.20141014.bb
Venous blood	alternatively activated macrophage	S006VI	Male	alternatively activated macrophage	Venous blood		None	S006VI	Bisulfite-Seq	Hypo-methylated regions	BED	CNAG	2.6M	bd35d2745a8240c057188a1b26d67cdd	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S006VI/alternatively_activated_macrophage/Bisulfite-Seq/CNAG/S006VI53.hypo_meth.bs_call.20141014.bed.gz
Venous blood	alternatively activated macrophage	S006VI	Male	alternatively activated macrophage	Venous blood		None	S006VI	H3K27ac	Enriched regions	bigBed	EMBL-EBI	523K	9c9147b3e4aa808bbbf0c5b7566c7cd2	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S006VI/alternatively_activated_macrophage/ChIP-Seq/NCMLS/S006VIH1.H3K27ac.ppqt_macs2_v2.20140106.bb
Venous blood	alternatively activated macrophage	S006VI	Male	alternatively activated macrophage	Venous blood		None	S006VI	H3K27ac	Enriched regions	BED	EMBL-EBI	509K	9c89465738cb5095a0e64fbb52eeecb5	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S006VI/alternatively_activated_macrophage/ChIP-Seq/NCMLS/S006VIH1.H3K27ac.ppqt_macs2_v2.20140106.bed.gz
Venous blood	alternatively activated macrophage	S006VI	Male	alternatively activated macrophage	Venous blood		None	S006VI	H3K27ac	Enriched regions	Text	EMBL-EBI	594K	b5e09b18a597fc8ac24a903a625c287f	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S006VI/alternatively_activated_macrophage/ChIP-Seq/NCMLS/S006VIH1.H3K27ac.ppqt_macs2_v2.20140106.xls.gz
Venous blood	alternatively activated macrophage	S006VI	Male	alternatively activated macrophage	Venous blood		None	S006VI	H3K27ac	Normalized signal	bigWig	EMBL-EBI	1.1G	c331c2ff6b47a52b14a0dd5e5c8f94be	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S006VI/alternatively_activated_macrophage/ChIP-Seq/NCMLS/S006VIH1.H3K27ac.wiggler.20140106.bw
Venous blood	alternatively activated macrophage	S006VI	Male	alternatively activated macrophage	Venous blood		None	S006VI	H3K27me3	Enriched regions	bigBed	EMBL-EBI	1018K	bec63475540125f8f369325da3a8785e	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S006VI/alternatively_activated_macrophage/ChIP-Seq/NCMLS/S006VIH1.H3K27me3.ppqt_macs2_broad_v2.20140106.bb
Venous blood	alternatively activated macrophage	S006VI	Male	alternatively activated macrophage	Venous blood		None	S006VI	H3K27me3	Enriched regions	BED	EMBL-EBI	1.3M	60ed095339cfce69874d97362cabd76d	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S006VI/alternatively_activated_macrophage/ChIP-Seq/NCMLS/S006VIH1.H3K27me3.ppqt_macs2_broad_v2.20140106.bed.gz
Venous blood	alternatively activated macrophage	S006VI	Male	alternatively activated macrophage	Venous blood		None	S006VI	H3K27me3	Enriched regions	Text	EMBL-EBI	1.5M	18fdae392d7782117f4880b350a2cf91	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S006VI/alternatively_activated_macrophage/ChIP-Seq/NCMLS/S006VIH1.H3K27me3.ppqt_macs2_broad_v2.20140106.xls.gz
Venous blood	alternatively activated macrophage	S006VI	Male	alternatively activated macrophage	Venous blood		None	S006VI	H3K27me3	Normalized signal	bigWig	EMBL-EBI	1.2G	7c3ad646625aced43734a4e7e96aaee4	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S006VI/alternatively_activated_macrophage/ChIP-Seq/NCMLS/S006VIH1.H3K27me3.wiggler.20140106.bw
Venous blood	alternatively activated macrophage	S006VI	Male	alternatively activated macrophage	Venous blood		None	S006VI	H3K36me3	Enriched regions	bigBed	EMBL-EBI	1.4M	a34c8f5e80c0b6f4b9fe3a7aa088f97b	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S006VI/alternatively_activated_macrophage/ChIP-Seq/NCMLS/S006VIH1.H3K36me3.ppqt_macs2_broad_v2.20140106.bb
Venous blood	alternatively activated macrophage	S006VI	Male	alternatively activated macrophage	Venous blood		None	S006VI	H3K36me3	Enriched regions	BED	EMBL-EBI	1.9M	36ca50bf35c30be60b7d1406735bf305	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S006VI/alternatively_activated_macrophage/ChIP-Seq/NCMLS/S006VIH1.H3K36me3.ppqt_macs2_broad_v2.20140106.bed.gz
Venous blood	alternatively activated macrophage	S006VI	Male	alternatively activated macrophage	Venous blood		None	S006VI	H3K36me3	Enriched regions	Text	EMBL-EBI	2.1M	a44a60a8d27ea0249367054aeb0eed2e	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S006VI/alternatively_activated_macrophage/ChIP-Seq/NCMLS/S006VIH1.H3K36me3.ppqt_macs2_broad_v2.20140106.xls.gz
Venous blood	alternatively activated macrophage	S006VI	Male	alternatively activated macrophage	Venous blood		None	S006VI	H3K36me3	Normalized signal	bigWig	EMBL-EBI	1.1G	0fa10690d3d99ff5fa47970ce4436b95	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S006VI/alternatively_activated_macrophage/ChIP-Seq/NCMLS/S006VIH1.H3K36me3.wiggler.20140106.bw
Venous blood	alternatively activated macrophage	S006VI	Male	alternatively activated macrophage	Venous blood		None	S006VI	H3K4me1	Enriched regions	bigBed	EMBL-EBI	1.8M	757ee1f0dd78dfac1cb5c9e4dd5c1638	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S006VI/alternatively_activated_macrophage/ChIP-Seq/NCMLS/S006VIH1.H3K4me1.ppqt_macs2_broad_v2.20140513.bb
Venous blood	alternatively activated macrophage	S006VI	Male	alternatively activated macrophage	Venous blood		None	S006VI	H3K4me1	Enriched regions	BED	EMBL-EBI	2.2M	3b20deac12c7ff1737d5b23bd53092f5	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S006VI/alternatively_activated_macrophage/ChIP-Seq/NCMLS/S006VIH1.H3K4me1.ppqt_macs2_broad_v2.20140513.bed.gz
Venous blood	alternatively activated macrophage	S006VI	Male	alternatively activated macrophage	Venous blood		None	S006VI	H3K4me1	Enriched regions	Text	EMBL-EBI	2.5M	3de47adb576dcfe44edd443abc53e4e4	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S006VI/alternatively_activated_macrophage/ChIP-Seq/NCMLS/S006VIH1.H3K4me1.ppqt_macs2_broad_v2.20140513.xls.gz
Venous blood	alternatively activated macrophage	S006VI	Male	alternatively activated macrophage	Venous blood		None	S006VI	H3K4me1	Normalized signal	bigWig	EMBL-EBI	998M	41389b4247931a8c23b162020adc584a	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S006VI/alternatively_activated_macrophage/ChIP-Seq/NCMLS/S006VIH1.H3K4me1.wiggler.20140513.bw
Venous blood	alternatively activated macrophage	S006VI	Male	alternatively activated macrophage	Venous blood		None	S006VI	H3K4me3	Enriched regions	bigBed	EMBL-EBI	445K	1c683b0396ea85f67f6a44aee1760b7e	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S006VI/alternatively_activated_macrophage/ChIP-Seq/NCMLS/S006VIH1.H3K4me3.ppqt_macs2_v2.20130819.bb
Venous blood	alternatively activated macrophage	S006VI	Male	alternatively activated macrophage	Venous blood		None	S006VI	H3K4me3	Enriched regions	BED	EMBL-EBI	485K	12af5af6f37676066d578b051a06e37c	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S006VI/alternatively_activated_macrophage/ChIP-Seq/NCMLS/S006VIH1.H3K4me3.ppqt_macs2_v2.20130819.bed.gz
Venous blood	alternatively activated macrophage	S006VI	Male	alternatively activated macrophage	Venous blood		None	S006VI	H3K4me3	Enriched regions	Text	EMBL-EBI	572K	af3c61da64f37dabe726b490805f8b8a	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S006VI/alternatively_activated_macrophage/ChIP-Seq/NCMLS/S006VIH1.H3K4me3.ppqt_macs2_v2.20130819.xls.gz
Venous blood	alternatively activated macrophage	S006VI	Male	alternatively activated macrophage	Venous blood		None	S006VI	H3K4me3	Normalized signal	bigWig	EMBL-EBI	692M	a8bd4ca22cff080f89910fd91b350ee6	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S006VI/alternatively_activated_macrophage/ChIP-Seq/NCMLS/S006VIH1.H3K4me3.wiggler.20130819.bw
Venous blood	alternatively activated macrophage	S006VI	Male	alternatively activated macrophage	Venous blood		None	S006VI	H3K9me3	Enriched regions	bigBed	EMBL-EBI	62K	dabe167affaa2238b2da7cf236d0ed30	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S006VI/alternatively_activated_macrophage/ChIP-Seq/NCMLS/S006VIH1.H3K9me3.ppqt_macs2_broad_v2.20140106.bb
Venous blood	alternatively activated macrophage	S006VI	Male	alternatively activated macrophage	Venous blood		None	S006VI	H3K9me3	Enriched regions	BED	EMBL-EBI	8.6K	9275533f9f8169c2440da9d0152db2a6	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S006VI/alternatively_activated_macrophage/ChIP-Seq/NCMLS/S006VIH1.H3K9me3.ppqt_macs2_broad_v2.20140106.bed.gz
Venous blood	alternatively activated macrophage	S006VI	Male	alternatively activated macrophage	Venous blood		None	S006VI	H3K9me3	Enriched regions	Text	EMBL-EBI	11K	da309a662c4fc49ffed3a42b3584ff03	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S006VI/alternatively_activated_macrophage/ChIP-Seq/NCMLS/S006VIH1.H3K9me3.ppqt_macs2_broad_v2.20140106.xls.gz
Venous blood	alternatively activated macrophage	S006VI	Male	alternatively activated macrophage	Venous blood		None	S006VI	H3K9me3	Normalized signal	bigWig	EMBL-EBI	1.1G	66db0e745cfe51b0dc5d2a7c2d870d37	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S006VI/alternatively_activated_macrophage/ChIP-Seq/NCMLS/S006VIH1.H3K9me3.wiggler.20140106.bw
Venous blood	alternatively activated macrophage	S006VI	Male	alternatively activated macrophage	Venous blood		None	S006VI	ChIP Input	Normalized signal	bigWig	EMBL-EBI	1.2G	4ae95d00508f404acf63e480c76775d0	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S006VI/alternatively_activated_macrophage/ChIP-Seq/NCMLS/S006VIH1.Input.wiggler.20140106.bw
Venous blood	mature eosinophil	S006XE	Male	mature eosinophil	Venous blood		None	S006XE	H3K27me3	Enriched regions	bigBed	EMBL-EBI	1.2M	dc9e7498e69cf4dda9e851a099ed1c01	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S006XE/mature_eosinophil/ChIP-Seq/NCMLS/S006XEH2.H3K27me3.ppqt_macs2_broad_v2.20140106.bb
Venous blood	mature eosinophil	S006XE	Male	mature eosinophil	Venous blood		None	S006XE	H3K27me3	Enriched regions	BED	EMBL-EBI	1.7M	938310324e5df1ca264b6960ab45051a	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S006XE/mature_eosinophil/ChIP-Seq/NCMLS/S006XEH2.H3K27me3.ppqt_macs2_broad_v2.20140106.bed.gz
Venous blood	mature eosinophil	S006XE	Male	mature eosinophil	Venous blood		None	S006XE	H3K27me3	Enriched regions	Text	EMBL-EBI	1.9M	3a1c02a10b520348f2040aa343d1066c	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S006XE/mature_eosinophil/ChIP-Seq/NCMLS/S006XEH2.H3K27me3.ppqt_macs2_broad_v2.20140106.xls.gz
Venous blood	mature eosinophil	S006XE	Male	mature eosinophil	Venous blood		None	S006XE	H3K27me3	Normalized signal	bigWig	EMBL-EBI	1.1G	8f7bdee711acf2340599ca4f6433fb6c	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S006XE/mature_eosinophil/ChIP-Seq/NCMLS/S006XEH2.H3K27me3.wiggler.20140106.bw
Venous blood	mature eosinophil	S006XE	Male	mature eosinophil	Venous blood		None	S006XE	H3K36me3	Enriched regions	bigBed	EMBL-EBI	1.2M	bd6efb8117e727ee7e6cd970f51d8845	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S006XE/mature_eosinophil/ChIP-Seq/NCMLS/S006XEH2.H3K36me3.ppqt_macs2_broad_v2.20140106.bb
Venous blood	mature eosinophil	S006XE	Male	mature eosinophil	Venous blood		None	S006XE	H3K36me3	Enriched regions	BED	EMBL-EBI	1.5M	6f04545b4223137ef30334202fabf2c1	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S006XE/mature_eosinophil/ChIP-Seq/NCMLS/S006XEH2.H3K36me3.ppqt_macs2_broad_v2.20140106.bed.gz
Venous blood	mature eosinophil	S006XE	Male	mature eosinophil	Venous blood		None	S006XE	H3K36me3	Enriched regions	Text	EMBL-EBI	1.7M	ea4a6cbfa1b54611fb70eefee08b5ff6	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S006XE/mature_eosinophil/ChIP-Seq/NCMLS/S006XEH2.H3K36me3.ppqt_macs2_broad_v2.20140106.xls.gz
Venous blood	mature eosinophil	S006XE	Male	mature eosinophil	Venous blood		None	S006XE	H3K36me3	Normalized signal	bigWig	EMBL-EBI	1.1G	b0094bbc78228e25b98c72f4f88bd698	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S006XE/mature_eosinophil/ChIP-Seq/NCMLS/S006XEH2.H3K36me3.wiggler.20140106.bw
Venous blood	mature eosinophil	S006XE	Male	mature eosinophil	Venous blood		None	S006XE	H3K4me3	Enriched regions	bigBed	EMBL-EBI	728K	2f2accf631ea58647345507a0d4cb6cf	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S006XE/mature_eosinophil/ChIP-Seq/NCMLS/S006XEH2.H3K4me3.ppqt_macs2_v2.20140513.bb
Venous blood	mature eosinophil	S006XE	Male	mature eosinophil	Venous blood		None	S006XE	H3K4me3	Enriched regions	BED	EMBL-EBI	617K	071c3f7caa4d86a72674a7d9a40b9a4f	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S006XE/mature_eosinophil/ChIP-Seq/NCMLS/S006XEH2.H3K4me3.ppqt_macs2_v2.20140513.bed.gz
Venous blood	mature eosinophil	S006XE	Male	mature eosinophil	Venous blood		None	S006XE	H3K4me3	Enriched regions	Text	EMBL-EBI	721K	fa71542cc1a543990c306322b7a3fe27	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S006XE/mature_eosinophil/ChIP-Seq/NCMLS/S006XEH2.H3K4me3.ppqt_macs2_v2.20140513.xls.gz
Venous blood	mature eosinophil	S006XE	Male	mature eosinophil	Venous blood		None	S006XE	H3K4me3	Normalized signal	bigWig	EMBL-EBI	1.1G	0da6cb33629c59406ed47ef71b73c057	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S006XE/mature_eosinophil/ChIP-Seq/NCMLS/S006XEH2.H3K4me3.wiggler.20140513.bw
Venous blood	mature eosinophil	S006XE	Male	mature eosinophil	Venous blood		None	S006XE	H3K9me3	Enriched regions	bigBed	EMBL-EBI	1.3M	bc1ddcbc853254ed1b59e9c64bd57408	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S006XE/mature_eosinophil/ChIP-Seq/NCMLS/S006XEH2.H3K9me3.ppqt_macs2_broad_v2.20140513.bb
Venous blood	mature eosinophil	S006XE	Male	mature eosinophil	Venous blood		None	S006XE	H3K9me3	Enriched regions	BED	EMBL-EBI	1.6M	b40b008f0a71fdd3ae544073fc5c0dda	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S006XE/mature_eosinophil/ChIP-Seq/NCMLS/S006XEH2.H3K9me3.ppqt_macs2_broad_v2.20140513.bed.gz
Venous blood	mature eosinophil	S006XE	Male	mature eosinophil	Venous blood		None	S006XE	H3K9me3	Enriched regions	Text	EMBL-EBI	1.8M	8fc6289323b93626c7f591d355afc8a7	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S006XE/mature_eosinophil/ChIP-Seq/NCMLS/S006XEH2.H3K9me3.ppqt_macs2_broad_v2.20140513.xls.gz
Venous blood	mature eosinophil	S006XE	Male	mature eosinophil	Venous blood		None	S006XE	H3K9me3	Normalized signal	bigWig	EMBL-EBI	1.1G	fe6a3bc48fdb543036ad3a90ec8906cb	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S006XE/mature_eosinophil/ChIP-Seq/NCMLS/S006XEH2.H3K9me3.wiggler.20140513.bw
Venous blood	mature eosinophil	S006XE	Male	mature eosinophil	Venous blood		None	S006XE	ChIP Input	Normalized signal	bigWig	EMBL-EBI	1.3G	e6fb4d4b900173638282d651e5122e00	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S006XE/mature_eosinophil/ChIP-Seq/NCMLS/S006XEH2.Input.wiggler.20140513.bw
Venous blood	CD4-positive, alpha-beta T cell	S007DD	Female	CD4-positive, alpha-beta T cell	Venous blood		None	S007DD	Bisulfite-Seq	Methylation signal	bigWig	CNAG	86M	95a00bb81c0747ce8c46b0944b244052	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S007DD/CD4-positive_alpha-beta_T_cell/Bisulfite-Seq/CNAG/S007DD51.CPG_methylation_calls.bs_call.20141014.bw
Venous blood	CD4-positive, alpha-beta T cell	S007DD	Female	CD4-positive, alpha-beta T cell	Venous blood		None	S007DD	Bisulfite-Seq	Std. Dev of methylation signal	bigWig	CNAG	107M	d22016b997d54811535cbd5eff45a838	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S007DD/CD4-positive_alpha-beta_T_cell/Bisulfite-Seq/CNAG/S007DD51.CPG_methylation_sd.bs_call.20141014.bw
Venous blood	CD4-positive, alpha-beta T cell	S007DD	Female	CD4-positive, alpha-beta T cell	Venous blood		None	S007DD	Bisulfite-Seq	Hyper-methylated regions	bigBed	CNAG	7.2M	c55d24cd0140c11134a7ea69e0d6b496	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S007DD/CD4-positive_alpha-beta_T_cell/Bisulfite-Seq/CNAG/S007DD51.hyper_meth.bs_call.20141014.bb
Venous blood	CD4-positive, alpha-beta T cell	S007DD	Female	CD4-positive, alpha-beta T cell	Venous blood		None	S007DD	Bisulfite-Seq	Hyper-methylated regions	BED	CNAG	24M	6eda46c2f357bee69386d9e4f1efaa8f	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S007DD/CD4-positive_alpha-beta_T_cell/Bisulfite-Seq/CNAG/S007DD51.hyper_meth.bs_call.20141014.bed.gz
Venous blood	CD4-positive, alpha-beta T cell	S007DD	Female	CD4-positive, alpha-beta T cell	Venous blood		None	S007DD	Bisulfite-Seq	Hypo-methylated regions	bigBed	CNAG	557K	f39c796b7f524306b878d7f0d9b361df	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S007DD/CD4-positive_alpha-beta_T_cell/Bisulfite-Seq/CNAG/S007DD51.hypo_meth.bs_call.20141014.bb
Venous blood	CD4-positive, alpha-beta T cell	S007DD	Female	CD4-positive, alpha-beta T cell	Venous blood		None	S007DD	Bisulfite-Seq	Hypo-methylated regions	BED	CNAG	3.4M	379b7f2f3af7da016087402e5c8635ba	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S007DD/CD4-positive_alpha-beta_T_cell/Bisulfite-Seq/CNAG/S007DD51.hypo_meth.bs_call.20141014.bed.gz
Venous blood	CD4-positive, alpha-beta T cell	S007DD	Female	CD4-positive, alpha-beta T cell	Venous blood		None	S007DD	H3K27ac	Enriched regions	bigBed	EMBL-EBI	760K	e1cce1d6bc9ef58bf76feeae1fc0d1bc	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S007DD/CD4-positive_alpha-beta_T_cell/ChIP-Seq/NCMLS/S007DDH2.H3K27ac.ppqt_macs2_v2.20140106.bb
Venous blood	CD4-positive, alpha-beta T cell	S007DD	Female	CD4-positive, alpha-beta T cell	Venous blood		None	S007DD	H3K27ac	Enriched regions	BED	EMBL-EBI	712K	144a61c8150d538d92b2e2a4c99d8e53	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S007DD/CD4-positive_alpha-beta_T_cell/ChIP-Seq/NCMLS/S007DDH2.H3K27ac.ppqt_macs2_v2.20140106.bed.gz
Venous blood	CD4-positive, alpha-beta T cell	S007DD	Female	CD4-positive, alpha-beta T cell	Venous blood		None	S007DD	H3K27ac	Enriched regions	Text	EMBL-EBI	818K	ab4d31b49b92b9ca54a1f5113371ffc8	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S007DD/CD4-positive_alpha-beta_T_cell/ChIP-Seq/NCMLS/S007DDH2.H3K27ac.ppqt_macs2_v2.20140106.xls.gz
Venous blood	CD4-positive, alpha-beta T cell	S007DD	Female	CD4-positive, alpha-beta T cell	Venous blood		None	S007DD	H3K27ac	Normalized signal	bigWig	EMBL-EBI	1.1G	7c65eae8fa089439b12db92d86272233	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S007DD/CD4-positive_alpha-beta_T_cell/ChIP-Seq/NCMLS/S007DDH2.H3K27ac.wiggler.20140106.bw
Venous blood	CD4-positive, alpha-beta T cell	S007DD	Female	CD4-positive, alpha-beta T cell	Venous blood		None	S007DD	H3K27me3	Enriched regions	bigBed	EMBL-EBI	74K	116ad94d60b0cd8cfcef6dfb6b25ba1f	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S007DD/CD4-positive_alpha-beta_T_cell/ChIP-Seq/NCMLS/S007DDH2.H3K27me3.ppqt_macs2_broad_v2.20140106.bb
Venous blood	CD4-positive, alpha-beta T cell	S007DD	Female	CD4-positive, alpha-beta T cell	Venous blood		None	S007DD	H3K27me3	Enriched regions	BED	EMBL-EBI	35K	bbc449737a919d99b9805a8a9e79c0d4	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S007DD/CD4-positive_alpha-beta_T_cell/ChIP-Seq/NCMLS/S007DDH2.H3K27me3.ppqt_macs2_broad_v2.20140106.bed.gz
